Date,Team_ID
2019-09-14,AHL
2019-09-14,ZAM
2019-09-28,AHL
2019-09-29,ZAM
2019-11-29,AHL
2019-11-30,ZAM
2019-12-06,AHL
2019-12-07,ZAM
2019-12-28,AHL
2019-12-28,ZAM
2020-01-10,ZAM
2020-01-11,AHL
2020-01-24,ZAM
2020-01-26,AHL
2020-02-01,ZAM
2020-02-01,AHL
2020-02-28,ZAM
2020-02-29,AHL
2020-03-06,ZAM
2020-03-07,AHL
2020-10-17,AHL
2020-10-18,ZAM
2020-10-23,AHL
2020-11-04,ZAM
2020-11-27,ZAM
2020-11-27,AHL
