Date,Team_ID
2021-10-17,ZAM
2021-10-17,AHL
2021-10-23,ZAM
2021-10-23,AHL
2022-02-17,ZAM
2022-02-18,AHL
2022-02-19,ZAM
2022-02-25,ZAM
2022-02-25,AHL
2022-03-05,AHL
2022-03-11,ZAM
2022-03-11,AHL
2022-03-18,ZAM
2022-03-18,AHL
2022-04-01,ZAM
2022-04-03,AHL
2022-04-16,AHL
2022-04-24,AHL
2022-05-07,AHL
2022-05-14,AHL
2022-05-30,AHL
