Matchday,Date,Home Team,Away Team,Time
11.Matchday,Mon 02/01/23,Ittihad Alex,Enppi SC,4:00 PM
11.Matchday,Mon 02/01/23,Ahly SC,Pyramids FC,6:00 PM
11.Matchday,Tue 03/01/23,El Mahalla,Cleopatra FC,1:45 PM
11.Matchday,Tue 03/01/23,El Mokawloon,Harras Hodoud,Pending
11.Matchday,Tue 03/01/23,Ismaily,Bank El Ahly,4:00 PM
11.Matchday,Tue 03/01/23,Modern Future,Smouha,7:00 PM
11.Matchday,Wed 04/01/23,Pharco FC,Talaea El Gaish,4:00 PM
12.Matchday,Thu 05/01/23,Enppi SC,Ahly SC,4:00 PM
12.Matchday,Thu 05/01/23,Zamalek,El Dakhlia,6:00 PM
12.Matchday,Sat 07/01/23,Pyramids FC,El Mahalla,4:00 PM
12.Matchday,Sat 07/01/23,El Masry,Ittihad Alex,6:00 PM
12.Matchday,Sat 07/01/23,Cleopatra FC,Modern Future,Pending
12.Matchday,Sun 08/01/23,Harras Hodoud,Ismaily,1:45 PM
12.Matchday,Sun 08/01/23,Bank El Ahly,Aswan SC,4:00 PM
12.Matchday,Sun 08/01/23,Smouha,Pharco FC,6:00 PM
12.Matchday,Sun 08/01/23,Talaea El Gaish,El Mokawloon,Pending
13.Matchday,Wed 11/01/23,El Dakhlia,Bank El Ahly,1:45 PM
13.Matchday,Wed 11/01/23,Smouha,Talaea El Gaish,Pending
13.Matchday,Wed 11/01/23,Modern Future,Pyramids FC,6:00 PM
13.Matchday,Wed 11/01/23,Ittihad Alex,Zamalek,Pending
13.Matchday,Thu 12/01/23,El Mahalla,Enppi SC,4:00 PM
13.Matchday,Thu 12/01/23,Ahly SC,El Masry,6:00 PM
13.Matchday,Fri 13/01/23,Aswan SC,Harras Hodoud,1:45 PM
13.Matchday,Fri 13/01/23,Pharco FC,Cleopatra FC,4:00 PM
13.Matchday,Fri 13/01/23,Ismaily,El Mokawloon,6:00 PM
14.Matchday,Wed 18/01/23,Harras Hodoud,El Dakhlia,1:45 PM
14.Matchday,Wed 18/01/23,Talaea El Gaish,Ismaily,4:00 PM
14.Matchday,Wed 18/01/23,Enppi SC,Modern Future,6:00 PM
14.Matchday,Thu 19/01/23,El Mokawloon,Aswan SC,1:45 PM
14.Matchday,Thu 19/01/23,Bank El Ahly,Ittihad Alex,3:45 PM
14.Matchday,Thu 19/01/23,Pyramids FC,Pharco FC,6:00 PM
14.Matchday,Fri 20/01/23,El Masry,El Mahalla,4:00 PM
14.Matchday,Fri 20/01/23,Cleopatra FC,Smouha,6:00 PM
14.Matchday,Sat 21/01/23,Zamalek,Ahly SC,7:30 PM
15.Matchday,Sun 22/01/23,El Dakhlia,El Mokawloon,4:00 PM
15.Matchday,Mon 23/01/23,Pharco FC,Enppi SC,1:45 PM
15.Matchday,Mon 23/01/23,Aswan SC,Ismaily,Pending
15.Matchday,Mon 23/01/23,Cleopatra FC,Talaea El Gaish,4:00 PM
15.Matchday,Mon 23/01/23,Ittihad Alex,Harras Hodoud,6:00 PM
15.Matchday,Tue 24/01/23,Modern Future,El Masry,1:45 PM
15.Matchday,Tue 24/01/23,El Mahalla,Zamalek,4:00 PM
15.Matchday,Tue 24/01/23,Smouha,Pyramids FC,6:00 PM
15.Matchday,Tue 24/01/23,Ahly SC,Bank El Ahly,Pending
16.Matchday,Fri 27/01/23,Aswan SC,Talaea El Gaish,1:45 PM
16.Matchday,Fri 27/01/23,Ismaily,El Dakhlia,4:00 PM
16.Matchday,Fri 27/01/23,El Mokawloon,Ittihad Alex,6:00 PM
16.Matchday,Sat 28/01/23,El Masry,Pharco FC,4:00 PM
16.Matchday,Sun 29/01/23,Enppi SC,Smouha,1:45 PM
16.Matchday,Sun 29/01/23,Pyramids FC,Cleopatra FC,4:00 PM
16.Matchday,Sun 29/01/23,Zamalek,Modern Future,6:00 PM
16.Matchday,Mon 30/01/23,Bank El Ahly,El Mahalla,4:00 PM
16.Matchday,Thu 22/06/23,Harras Hodoud,Ahly SC,8:30 PM
17.Matchday,Sun 05/02/23,El Dakhlia,Aswan SC,1:45 PM
17.Matchday,Sun 05/02/23,El Mahalla,Harras Hodoud,4:00 PM
17.Matchday,Sun 05/02/23,Ittihad Alex,Ismaily,6:00 PM
17.Matchday,Sun 05/02/23,Cleopatra FC,Enppi SC,Pending
17.Matchday,Mon 06/02/23,Pharco FC,Zamalek,4:00 PM
17.Matchday,Tue 07/02/23,Smouha,El Masry,1:45 PM
17.Matchday,Tue 07/02/23,Talaea El Gaish,Pyramids FC,4:00 PM
17.Matchday,Tue 07/02/23,Modern Future,Bank El Ahly,6:00 PM
17.Matchday,Tue 07/03/23,Ahly SC,El Mokawloon,4:00 PM
18.Matchday,Thu 09/02/23,Ittihad Alex,Aswan SC,1:45 PM
18.Matchday,Fri 10/02/23,El Mahalla,El Mokawloon,5:00 PM
18.Matchday,Sat 11/02/23,Pharco FC,Bank El Ahly,4:00 PM
18.Matchday,Sat 11/02/23,Talaea El Gaish,El Dakhlia,6:00 PM
18.Matchday,Sun 12/02/23,Cleopatra FC,El Masry,5:00 PM
18.Matchday,Mon 13/02/23,Smouha,Zamalek,6:00 PM
18.Matchday,Thu 16/02/23,Modern Future,Harras Hodoud,4:00 PM
18.Matchday,Thu 16/02/23,Pyramids FC,Enppi SC,6:00 PM
18.Matchday,Wed 05/07/23,Ahly SC,Ismaily,7:30 PM
19.Matchday,Sun 19/02/23,Bank El Ahly,Smouha,4:00 PM
19.Matchday,Mon 20/02/23,El Dakhlia,Ittihad Alex,4:00 PM
19.Matchday,Mon 20/02/23,Enppi SC,Talaea El Gaish,6:00 PM
19.Matchday,Tue 21/02/23,Aswan SC,Ahly SC,1:45 PM
19.Matchday,Tue 21/02/23,Ismaily,El Mahalla,4:00 PM
19.Matchday,Tue 21/02/23,Harras Hodoud,Pharco FC,6:00 PM
19.Matchday,Wed 22/02/23,El Mokawloon,Modern Future,4:00 PM
19.Matchday,Wed 22/02/23,El Masry,Pyramids FC,6:00 PM
19.Matchday,Wed 26/04/23,Zamalek,Cleopatra FC,8:30 PM
20.Matchday,Sun 26/02/23,Smouha,Harras Hodoud,4:00 PM
20.Matchday,Mon 27/02/23,El Mahalla,Aswan SC,2:00 PM
20.Matchday,Mon 27/02/23,Talaea El Gaish,Ittihad Alex,6:00 PM
20.Matchday,Tue 28/02/23,Enppi SC,El Masry,4:00 PM
20.Matchday,Tue 28/02/23,Cleopatra FC,Bank El Ahly,Pending
20.Matchday,Tue 28/02/23,Ahly SC,El Dakhlia,6:00 PM
20.Matchday,Wed 01/03/23,Pharco FC,El Mokawloon,5:00 PM
20.Matchday,Fri 03/03/23,Modern Future,Ismaily,4:00 PM
20.Matchday,Fri 03/03/23,Pyramids FC,Zamalek,6:00 PM
21.Matchday,Sun 05/03/23,Harras Hodoud,Cleopatra FC,5:00 PM
21.Matchday,Mon 06/03/23,El Dakhlia,El Mahalla,2:00 PM
21.Matchday,Mon 06/03/23,El Masry,Talaea El Gaish,4:00 PM
21.Matchday,Wed 08/03/23,Ismaily,Pharco FC,4:00 PM
21.Matchday,Sat 11/03/23,El Mokawloon,Smouha,6:00 PM
21.Matchday,Sun 12/03/23,Aswan SC,Modern Future,2:00 PM
21.Matchday,Sun 12/03/23,Zamalek,Enppi SC,6:00 PM
21.Matchday,Mon 13/03/23,Bank El Ahly,Pyramids FC,5:00 PM
21.Matchday,Sat 08/07/23,Ittihad Alex,Ahly SC,8:00 PM
22.Matchday,Thu 30/03/23,Cleopatra FC,El Mokawloon,8:15 PM
22.Matchday,Thu 30/03/23,Enppi SC,Bank El Ahly,Pending
22.Matchday,Thu 30/03/23,Smouha,Ismaily,Pending
22.Matchday,Fri 31/03/23,Pharco FC,Aswan SC,8:15 PM
22.Matchday,Fri 31/03/23,El Mahalla,Ittihad Alex,Pending
22.Matchday,Tue 04/04/23,El Masry,Zamalek,9:15 PM
22.Matchday,Tue 25/04/23,Modern Future,El Dakhlia,8:30 PM
22.Matchday,Wed 24/05/23,Pyramids FC,Harras Hodoud,8:30 PM
22.Matchday,Fri 26/05/23,Talaea El Gaish,Ahly SC,7:00 PM
23.Matchday,Mon 03/04/23,Harras Hodoud,Enppi SC,9:15 PM
23.Matchday,Mon 03/04/23,Ismaily,Cleopatra FC,Pending
23.Matchday,Tue 04/04/23,El Dakhlia,Pharco FC,9:15 PM
23.Matchday,Tue 04/04/23,Aswan SC,Smouha,Pending
23.Matchday,Wed 05/04/23,Ahly SC,El Mahalla,9:15 PM
23.Matchday,Wed 05/04/23,El Mokawloon,Pyramids FC,Pending
23.Matchday,Thu 06/04/23,Ittihad Alex,Modern Future,9:15 PM
23.Matchday,Tue 25/04/23,Bank El Ahly,El Masry,6:00 PM
23.Matchday,Tue 30/05/23,Zamalek,Talaea El Gaish,7:00 PM
24.Matchday,Fri 07/04/23,El Masry,Harras Hodoud,9:15 PM
24.Matchday,Fri 07/04/23,Cleopatra FC,Aswan SC,Pending
24.Matchday,Sun 09/04/23,Smouha,El Dakhlia,9:15 PM
24.Matchday,Sun 09/04/23,Enppi SC,El Mokawloon,Pending
24.Matchday,Sun 09/04/23,Zamalek,Bank El Ahly,Pending
24.Matchday,Mon 10/04/23,Pharco FC,Ittihad Alex,9:15 PM
24.Matchday,Wed 26/04/23,Talaea El Gaish,El Mahalla,5:00 PM
24.Matchday,Tue 09/05/23,Pyramids FC,Ismaily,6:00 PM
24.Matchday,Sun 02/07/23,Modern Future,Ahly SC,8:30 PM
25.Matchday,Wed 12/04/23,El Dakhlia,Cleopatra FC,9:15 PM
25.Matchday,Wed 12/04/23,El Mahalla,Modern Future,Pending
25.Matchday,Thu 13/04/23,Harras Hodoud,Zamalek,9:15 PM
25.Matchday,Thu 13/04/23,Ismaily,Enppi SC,Pending
25.Matchday,Thu 13/04/23,El Mokawloon,El Masry,Pending
25.Matchday,Fri 14/04/23,Aswan SC,Pyramids FC,9:15 PM
25.Matchday,Fri 14/04/23,Ahly SC,Pharco FC,Pending
25.Matchday,Fri 14/04/23,Ittihad Alex,Smouha,Pending
25.Matchday,Sat 15/04/23,Bank El Ahly,Talaea El Gaish,9:15 PM
26.Matchday,Mon 17/04/23,Smouha,Ahly SC,9:15 PM
26.Matchday,Mon 17/04/23,Zamalek,El Mokawloon,Pending
26.Matchday,Tue 18/04/23,Enppi SC,Aswan SC,9:15 PM
26.Matchday,Tue 18/04/23,Pyramids FC,El Dakhlia,Pending
26.Matchday,Wed 19/04/23,Bank El Ahly,Harras Hodoud,9:15 PM
26.Matchday,Wed 19/04/23,Talaea El Gaish,Modern Future,Pending
26.Matchday,Wed 19/04/23,Pharco FC,El Mahalla,Pending
26.Matchday,Thu 20/04/23,El Masry,Ismaily,9:15 PM
26.Matchday,Thu 20/04/23,Cleopatra FC,Ittihad Alex,Pending
27.Matchday,Tue 02/05/23,El Mahalla,Smouha,6:00 PM
27.Matchday,Tue 02/05/23,El Dakhlia,Enppi SC,8:30 PM
27.Matchday,Wed 03/05/23,Aswan SC,El Masry,7:00 PM
27.Matchday,Thu 04/05/23,Harras Hodoud,Talaea El Gaish,6:00 PM
27.Matchday,Thu 04/05/23,El Mokawloon,Bank El Ahly,Pending
27.Matchday,Thu 04/05/23,Modern Future,Pharco FC,8:30 PM
27.Matchday,Sat 13/05/23,Ismaily,Zamalek,6:00 PM
27.Matchday,Mon 29/05/23,Ittihad Alex,Pyramids FC,6:00 PM
27.Matchday,Mon 29/05/23,Ahly SC,Cleopatra FC,8:30 PM
28.Matchday,Sun 14/05/23,Cleopatra FC,El Mahalla,7:00 PM
28.Matchday,Mon 15/05/23,El Masry,El Dakhlia,6:00 PM
28.Matchday,Mon 15/05/23,Enppi SC,Ittihad Alex,8:30 PM
28.Matchday,Tue 16/05/23,Harras Hodoud,El Mokawloon,4:00 PM
28.Matchday,Tue 16/05/23,Smouha,Modern Future,6:00 PM
28.Matchday,Tue 16/05/23,Talaea El Gaish,Pharco FC,8:30 PM
28.Matchday,Wed 17/05/23,Bank El Ahly,Ismaily,7:00 PM
28.Matchday,Thu 18/05/23,Zamalek,Aswan SC,7:00 PM
28.Matchday,Sun 23/07/23,Pyramids FC,Ahly SC,7:30 PM
29.Matchday,Sun 21/05/23,Ismaily,Harras Hodoud,6:00 PM
29.Matchday,Sun 21/05/23,El Mahalla,Pyramids FC,8:30 PM
29.Matchday,Mon 22/05/23,El Mokawloon,Talaea El Gaish,6:00 PM
29.Matchday,Mon 22/05/23,Ittihad Alex,El Masry,Pending
29.Matchday,Mon 22/05/23,El Dakhlia,Zamalek,8:30 PM
29.Matchday,Tue 23/05/23,Aswan SC,Bank El Ahly,3:30 PM
29.Matchday,Tue 23/05/23,Pharco FC,Smouha,6:00 PM
29.Matchday,Tue 23/05/23,Ahly SC,Enppi SC,8:30 PM
29.Matchday,Wed 24/05/23,Modern Future,Cleopatra FC,8:30 PM
30.Matchday,Wed 31/05/23,Bank El Ahly,El Dakhlia,6:00 PM
30.Matchday,Wed 31/05/23,El Mokawloon,Ismaily,8:30 PM
30.Matchday,Thu 01/06/23,Harras Hodoud,Aswan SC,6:00 PM
30.Matchday,Thu 01/06/23,Enppi SC,El Mahalla,8:30 PM
30.Matchday,Fri 02/06/23,Cleopatra FC,Pharco FC,6:00 PM
30.Matchday,Fri 02/06/23,Pyramids FC,Modern Future,8:30 PM
30.Matchday,Sat 03/06/23,Talaea El Gaish,Smouha,7:00 PM
30.Matchday,Mon 05/06/23,Zamalek,Ittihad Alex,7:00 PM
30.Matchday,Wed 26/07/23,El Masry,Ahly SC,7:30 PM
31.Matchday,Tue 06/06/23,El Dakhlia,Harras Hodoud,6:00 PM
31.Matchday,Tue 06/06/23,Pharco FC,Pyramids FC,Pending
31.Matchday,Tue 06/06/23,Modern Future,Enppi SC,8:30 PM
31.Matchday,Wed 07/06/23,El Mahalla,El Masry,6:00 PM
31.Matchday,Wed 07/06/23,Smouha,Cleopatra FC,8:30 PM
31.Matchday,Thu 08/06/23,Ismaily,Talaea El Gaish,6:00 PM
31.Matchday,Thu 08/06/23,Aswan SC,El Mokawloon,8:30 PM
31.Matchday,Fri 09/06/23,Ittihad Alex,Bank El Ahly,7:00 PM
31.Matchday,Thu 13/07/23,Ahly SC,Zamalek,7:30 PM
32.Matchday,Tue 27/06/23,Zamalek,El Mahalla,8:30 PM
32.Matchday,Wed 28/06/23,El Masry,Modern Future,6:00 PM
32.Matchday,Wed 28/06/23,Pyramids FC,Smouha,8:30 PM
32.Matchday,Thu 29/06/23,Ismaily,Aswan SC,6:00 PM
32.Matchday,Thu 29/06/23,Bank El Ahly,Ahly SC,8:30 PM
32.Matchday,Fri 30/06/23,Enppi SC,Pharco FC,6:00 PM
32.Matchday,Fri 30/06/23,El Mokawloon,El Dakhlia,8:30 PM
32.Matchday,Fri 30/06/23,Talaea El Gaish,Cleopatra FC,Pending
32.Matchday,Sat 01/07/23,Harras Hodoud,Ittihad Alex,7:30 PM
33.Matchday,Sat 08/07/23,Modern Future,Zamalek,8:00 PM
33.Matchday,Sun 09/07/23,Pharco FC,El Masry,7:30 PM
33.Matchday,Mon 10/07/23,El Mahalla,Bank El Ahly,7:30 PM
33.Matchday,Mon 10/07/23,El Dakhlia,Ismaily,Pending
33.Matchday,Mon 10/07/23,Talaea El Gaish,Aswan SC,Pending
33.Matchday,Mon 10/07/23,Cleopatra FC,Pyramids FC,Pending
33.Matchday,Tue 11/07/23,Smouha,Enppi SC,7:30 PM
33.Matchday,Wed 12/07/23,Ittihad Alex,El Mokawloon,7:30 PM
33.Matchday,Wed 19/07/23,Ahly SC,Harras Hodoud,7:30 PM
34.Matchday,Fri 14/07/23,Aswan SC,El Dakhlia,7:30 PM
34.Matchday,Fri 14/07/23,Harras Hodoud,El Mahalla,Pending
34.Matchday,Fri 14/07/23,Bank El Ahly,Modern Future,Pending
34.Matchday,Fri 14/07/23,Pyramids FC,Talaea El Gaish,Pending
34.Matchday,Sat 15/07/23,Enppi SC,Cleopatra FC,6:00 PM
34.Matchday,Sat 15/07/23,El Masry,Smouha,Pending
34.Matchday,Sat 15/07/23,Ismaily,Ittihad Alex,8:30 PM
34.Matchday,Sun 16/07/23,El Mokawloon,Ahly SC,6:00 PM
34.Matchday,Sun 16/07/23,Zamalek,Pharco FC,8:30 PM
