Date,Team_ID
2023-09-17,PYR
2023-09-24,AHL
2023-09-29,PYR
2023-09-29,AHL
2023-11-25,PYR
2023-11-25,AHL
2023-12-02,AHL
2023-12-02,PYR
2023-12-09,PYR
2023-12-09,AHL
2023-12-19,PYR
2023-12-19,AHL
2024-02-24,AHL
2024-02-24,PYR
2024-03-02,PYR
2024-03-29,AHL
2024-04-05,AHL
2024-04-19,AHL
2024-04-26,AHL
2024-05-18,AHL
2024-05-25,AHL
