Matchday,Date,Home Team,Away Team,Time,Stadium
8.Matchday,Tue 05/12/23,ISM,BNK,Pending,ISMAILIA_ST
8.Matchday,Wed 06/12/23,MOK,DAK,6:00 PM,ARAB_CONT
8.Matchday,Tue 09/04/24,GOU,PYR,10:00 PM,EL_GOUNA
8.Matchday,Thu 11/04/24,MAS,MOD,4:00 PM,SUEZ_ST
8.Matchday,Thu 11/04/24,ZED,AHL,7:00 PM,CAIRO_INTL
8.Matchday,Thu 11/04/24,ZAM,ITH,Pending,CAIRO_INTL
9.Matchday,Thu 14/12/23,BNK,GOU,3:00 PM,CAIRO_INTL
9.Matchday,Thu 14/12/23,MOD,CER,Pending,AL_SALAM
9.Matchday,Thu 14/12/23,MAS,ZAM,6:00 PM,SUEZ_ST
9.Matchday,Thu 14/12/23,PYR,BAL,Pending,30_JUNE
9.Matchday,Fri 15/12/23,DAK,SMO,3:00 PM,PETRO_SPORT
9.Matchday,Fri 15/12/23,PHA,ZED,5:00 PM,BORG_ARAB
9.Matchday,Fri 15/12/23,TLG,MOK,Pending,GEHAZ_REYADA
9.Matchday,Sat 16/12/23,ENP,ISM,6:00 PM,PETRO_SPORT
9.Matchday,Tue 07/05/24,AHL,ITH,6:00 PM,CAIRO_INTL
10.Matchday,Mon 25/12/23,GOU,ENP,3:00 PM,EL_GOUNA
10.Matchday,Mon 25/12/23,BAL,BNK,6:00 PM,GHAZL_MAH
10.Matchday,Tue 26/12/23,ITH,PHA,6:00 PM,ALEX_STADIUM
10.Matchday,Wed 27/12/23,ZED,DAK,3:00 PM,CAIRO_INTL
10.Matchday,Wed 27/12/23,SMO,TLG,6:00 PM,BORG_ARAB
10.Matchday,Sun 14/04/24,CER,MAS,4:00 PM,SUEZ_CANAL
10.Matchday,Sun 14/04/24,ISM,MOD,7:00 PM,ISMAILIA_ST
10.Matchday,Mon 15/04/24,MOK,PYR,4:00 PM,ARAB_CONT
10.Matchday,Mon 15/04/24,ZAM,AHL,7:00 PM,CAIRO_INTL
11.Matchday,Sat 30/12/23,BNK,MOK,3:00 PM,CAIRO_INTL
11.Matchday,Sat 30/12/23,TLG,ZED,6:00 PM,GEHAZ_REYADA
11.Matchday,Sat 30/12/23,ENP,BAL,Pending,PETRO_SPORT
11.Matchday,Mon 01/01/24,DAK,ITH,3:00 PM,PETRO_SPORT
11.Matchday,Mon 01/01/24,MAS,ISM,6:00 PM,SUEZ_ST
11.Matchday,Thu 13/06/24,MOD,GOU,7:00 PM,AL_SALAM
11.Matchday,Thu 13/06/24,PYR,SMO,Pending,30_JUNE
11.Matchday,Fri 14/06/24,CER,ZAM,7:00 PM,SUEZ_CANAL
11.Matchday,Fri 14/06/24,PHA,AHL,Pending,BORG_ARAB
12.Matchday,Tue 13/02/24,GOU,MAS,3:00 PM,EL_GOUNA
12.Matchday,Tue 13/02/24,SMO,BNK,6:00 PM,BORG_ARAB
12.Matchday,Wed 14/02/24,MOK,ENP,3:00 PM,ARAB_CONT
12.Matchday,Wed 14/02/24,ITH,TLG,Pending,ALEX_STADIUM
12.Matchday,Wed 14/02/24,ZED,PYR,6:00 PM,CAIRO_INTL
12.Matchday,Thu 15/02/24,BAL,MOD,3:00 PM,GHAZL_MAH
12.Matchday,Thu 15/02/24,ISM,CER,6:00 PM,ISMAILIA_ST
12.Matchday,Fri 21/06/24,ZAM,PHA,6:00 PM,CAIRO_INTL
12.Matchday,Fri 21/06/24,DAK,AHL,Pending,PETRO_SPORT
13.Matchday,Sun 18/02/24,BNK,ZED,3:00 PM,CAIRO_INTL
13.Matchday,Sun 18/02/24,ENP,SMO,Pending,PETRO_SPORT
13.Matchday,Sun 18/02/24,PYR,ITH,6:00 PM,30_JUNE
13.Matchday,Mon 19/02/24,MOD,MOK,3:00 PM,AL_SALAM
13.Matchday,Mon 19/02/24,ISM,ZAM,6:00 PM,ISMAILIA_ST
13.Matchday,Tue 20/02/24,CER,GOU,3:00 PM,SUEZ_CANAL
13.Matchday,Tue 20/02/24,DAK,PHA,6:00 PM,PETRO_SPORT
13.Matchday,Tue 20/02/24,MAS,BAL,Pending,SUEZ_ST
13.Matchday,Mon 01/07/24,TLG,AHL,6:00 PM,GEHAZ_REYADA
14.Matchday,Fri 23/02/24,BAL,CER,7:00 PM,GHAZL_MAH
14.Matchday,Sun 25/02/24,PHA,TLG,3:00 PM,BORG_ARAB
14.Matchday,Sun 25/02/24,ITH,BNK,6:00 PM,ALEX_STADIUM
14.Matchday,Mon 26/02/24,GOU,ISM,3:00 PM,EL_GOUNA
14.Matchday,Mon 26/02/24,ZED,ENP,Pending,CAIRO_INTL
14.Matchday,Mon 26/02/24,MOK,MAS,6:00 PM,ARAB_CONT
14.Matchday,Thu 29/02/24,SMO,MOD,6:00 PM,BORG_ARAB
14.Matchday,Thu 29/02/24,ZAM,DAK,Pending,CAIRO_INTL
14.Matchday,Fri 12/07/24,AHL,PYR,6:00 PM,CAIRO_INTL
15.Matchday,Fri 01/03/24,CER,MOK,6:00 PM,SUEZ_CANAL
15.Matchday,Sat 02/03/24,ISM,BAL,6:00 PM,ISMAILIA_ST
15.Matchday,Sun 03/03/24,ENP,ITH,6:00 PM,PETRO_SPORT
15.Matchday,Tue 05/03/24,TLG,DAK,3:00 PM,GEHAZ_REYADA
15.Matchday,Tue 05/03/24,MAS,SMO,6:00 PM,SUEZ_ST
15.Matchday,Wed 06/03/24,PYR,PHA,6:00 PM,30_JUNE
15.Matchday,Thu 07/03/24,MOD,ZED,6:00 PM,AL_SALAM
15.Matchday,Tue 12/03/24,GOU,ZAM,8:30 PM,EL_GOUNA
15.Matchday,Tue 12/03/24,BNK,AHL,Pending,CAIRO_INTL
16.Matchday,Fri 01/03/24,PHA,BNK,3:00 PM,BORG_ARAB
16.Matchday,Fri 08/03/24,BAL,GOU,3:00 PM,GHAZL_MAH
16.Matchday,Sat 09/03/24,MOK,ISM,3:00 PM,ARAB_CONT
16.Matchday,Sun 10/03/24,SMO,CER,3:00 PM,BORG_ARAB
16.Matchday,Sun 10/03/24,DAK,PYR,Pending,PETRO_SPORT
16.Matchday,Mon 11/03/24,ITH,MOD,8:30 PM,ALEX_STADIUM
16.Matchday,Tue 12/03/24,ZED,MAS,8:30 PM,CAIRO_INTL
16.Matchday,Mon 08/04/24,AHL,ENP,9:30 PM,CAIRO_INTL
16.Matchday,Thu 11/07/24,TLG,ZAM,6:00 PM,GEHAZ_REYADA
17.Matchday,Wed 03/04/24,CER,ZED,10:00 PM,SUEZ_CANAL
17.Matchday,Wed 03/04/24,ISM,SMO,Pending,ISMAILIA_ST
17.Matchday,Wed 03/04/24,GOU,MOK,10:15 PM,EL_GOUNA
17.Matchday,Thu 04/04/24,BNK,DAK,10:00 PM,CAIRO_INTL
17.Matchday,Thu 04/04/24,ENP,PHA,Pending,PETRO_SPORT
17.Matchday,Thu 04/04/24,MAS,ITH,Pending,SUEZ_ST
17.Matchday,Fri 05/04/24,PYR,TLG,10:00 PM,30_JUNE
17.Matchday,Mon 15/07/24,ZAM,BAL,6:00 PM,CAIRO_INTL
17.Matchday,Tue 16/07/24,MOD,AHL,6:00 PM,AL_SALAM
18.Matchday,Wed 17/04/24,GOU,SMO,4:00 PM,EL_GOUNA
18.Matchday,Wed 17/04/24,ENP,DAK,7:00 PM,PETRO_SPORT
18.Matchday,Wed 17/04/24,BNK,TLG,Pending,CAIRO_INTL
18.Matchday,Thu 18/04/24,CER,ITH,4:00 PM,SUEZ_CANAL
18.Matchday,Thu 18/04/24,MOD,PHA,7:00 PM,AL_SALAM
18.Matchday,Thu 18/04/24,ISM,ZED,Pending,ISMAILIA_ST
18.Matchday,Fri 19/04/24,BAL,MOK,4:00 PM,GHAZL_MAH
18.Matchday,Fri 26/07/24,MAS,AHL,6:00 PM,SUEZ_ST
18.Matchday,Fri 26/07/24,ZAM,PYR,Pending,CAIRO_INTL
19.Matchday,Mon 22/04/24,ZED,GOU,4:00 PM,CAIRO_INTL
19.Matchday,Mon 22/04/24,DAK,MOD,7:00 PM,PETRO_SPORT
19.Matchday,Mon 22/04/24,ITH,ISM,Pending,ALEX_STADIUM
19.Matchday,Tue 23/04/24,SMO,BAL,4:00 PM,BORG_ARAB
19.Matchday,Tue 23/04/24,PHA,MAS,7:00 PM,BORG_ARAB
19.Matchday,Wed 24/04/24,TLG,ENP,4:30 PM,GEHAZ_REYADA
19.Matchday,Wed 24/04/24,PYR,BNK,7:00 PM,30_JUNE
19.Matchday,Mon 29/07/24,AHL,CER,6:00 PM,CAIRO_INTL
19.Matchday,Mon 29/07/24,MOK,ZAM,Pending,ARAB_CONT
20.Matchday,Sat 27/04/24,BAL,ZED,3:00 PM,GHAZL_MAH
20.Matchday,Sat 27/04/24,GOU,ITH,6:00 PM,EL_GOUNA
20.Matchday,Sun 28/04/24,MAS,DAK,3:00 PM,SUEZ_ST
20.Matchday,Sun 28/04/24,MOK,SMO,6:00 PM,ARAB_CONT
20.Matchday,Mon 29/04/24,CER,PHA,6:00 PM,SUEZ_CANAL
20.Matchday,Wed 01/05/24,ENP,PYR,6:00 PM,PETRO_SPORT
20.Matchday,Wed 01/05/24,ISM,AHL,Pending,ISMAILIA_ST
20.Matchday,Thu 02/05/24,MOD,TLG,6:00 PM,AL_SALAM
20.Matchday,Thu 02/05/24,ZAM,BNK,Pending,CAIRO_INTL
21.Matchday,Fri 03/05/24,ITH,BAL,6:00 PM,ALEX_STADIUM
21.Matchday,Fri 03/05/24,ZED,MOK,Pending,CAIRO_INTL
21.Matchday,Sat 04/05/24,PHA,ISM,3:00 PM,BORG_ARAB
21.Matchday,Sat 04/05/24,AHL,GOU,6:00 PM,CAIRO_INTL
21.Matchday,Sat 04/05/24,DAK,CER,Pending,PETRO_SPORT
21.Matchday,Sun 05/05/24,SMO,ZAM,6:00 PM,BORG_ARAB
21.Matchday,Sun 05/05/24,BNK,ENP,Pending,CAIRO_INTL
21.Matchday,Mon 06/05/24,PYR,MOD,6:00 PM,30_JUNE
21.Matchday,Mon 06/05/24,TLG,MAS,Pending,GEHAZ_REYADA
22.Matchday,Thu 09/05/24,ISM,DAK,3:00 PM,ISMAILIA_ST
22.Matchday,Thu 09/05/24,SMO,ZED,6:00 PM,BORG_ARAB
22.Matchday,Fri 10/05/24,CER,TLG,3:00 PM,SUEZ_CANAL
22.Matchday,Fri 10/05/24,GOU,PHA,6:00 PM,EL_GOUNA
22.Matchday,Fri 10/05/24,MOD,BNK,Pending,AL_SALAM
22.Matchday,Sat 11/05/24,MOK,ITH,3:00 PM,ARAB_CONT
22.Matchday,Sat 11/05/24,BAL,AHL,6:00 PM,GHAZL_MAH
22.Matchday,Sat 11/05/24,MAS,PYR,Pending,SUEZ_ST
22.Matchday,Mon 05/08/24,ZAM,ENP,6:00 PM,CAIRO_INTL
23.Matchday,Tue 14/05/24,ITH,SMO,3:00 PM,ALEX_STADIUM
23.Matchday,Tue 14/05/24,TLG,ISM,6:00 PM,GEHAZ_REYADA
23.Matchday,Wed 15/05/24,DAK,GOU,3:00 PM,PETRO_SPORT
23.Matchday,Wed 15/05/24,PYR,CER,6:00 PM,30_JUNE
23.Matchday,Wed 15/05/24,PHA,BAL,Pending,BORG_ARAB
23.Matchday,Thu 16/05/24,ENP,MOD,6:00 PM,PETRO_SPORT
23.Matchday,Thu 16/05/24,BNK,MAS,Pending,CAIRO_INTL
23.Matchday,Sun 04/08/24,AHL,MOK,6:00 PM,CAIRO_INTL
23.Matchday,Thu 08/08/24,ZED,ZAM,6:00 PM,CAIRO_INTL
24.Matchday,Sun 19/05/24,ISM,PYR,5:00 PM,ISMAILIA_ST
24.Matchday,Mon 20/05/24,MAS,ENP,3:00 PM,SUEZ_ST
24.Matchday,Mon 20/05/24,ZED,ITH,6:00 PM,CAIRO_INTL
24.Matchday,Mon 20/05/24,MOK,PHA,Pending,ARAB_CONT
24.Matchday,Tue 21/05/24,BAL,DAK,3:00 PM,GHAZL_MAH
24.Matchday,Tue 21/05/24,GOU,TLG,6:00 PM,EL_GOUNA
24.Matchday,Tue 21/05/24,CER,BNK,Pending,SUEZ_CANAL
24.Matchday,Thu 23/05/24,ZAM,MOD,6:00 PM,CAIRO_INTL
24.Matchday,Thu 08/08/24,SMO,AHL,6:00 PM,BORG_ARAB
25.Matchday,Fri 24/05/24,ENP,CER,6:00 PM,PETRO_SPORT
25.Matchday,Fri 24/05/24,PHA,SMO,Pending,BORG_ARAB
25.Matchday,Sat 25/05/24,DAK,MOK,5:00 PM,PETRO_SPORT
25.Matchday,Sun 26/05/24,BNK,ISM,3:00 PM,CAIRO_INTL
25.Matchday,Sun 26/05/24,TLG,BAL,6:00 PM,GEHAZ_REYADA
25.Matchday,Sun 26/05/24,MOD,MAS,Pending,AL_SALAM
25.Matchday,Mon 27/05/24,PYR,GOU,3:00 PM,30_JUNE
25.Matchday,Mon 27/05/24,ITH,ZAM,6:00 PM,ALEX_STADIUM
25.Matchday,Sun 11/08/24,AHL,ZED,6:00 PM,CAIRO_INTL
26.Matchday,Sun 16/06/24,MOK,TLG,6:00 PM,ARAB_CONT
26.Matchday,Mon 17/06/24,GOU,BNK,3:00 PM,EL_GOUNA
26.Matchday,Mon 17/06/24,ISM,ENP,6:00 PM,ISMAILIA_ST
26.Matchday,Mon 17/06/24,ZAM,MAS,Pending,CAIRO_INTL
26.Matchday,Tue 18/06/24,SMO,DAK,3:00 PM,BORG_ARAB
26.Matchday,Tue 18/06/24,ITH,AHL,6:00 PM,ALEX_STADIUM
26.Matchday,Tue 18/06/24,ZED,PHA,Pending,CAIRO_INTL
26.Matchday,Wed 19/06/24,BAL,PYR,6:00 PM,GHAZL_MAH
26.Matchday,Wed 19/06/24,CER,MOD,Pending,SUEZ_CANAL
27.Matchday,Sat 22/06/24,ENP,GOU,6:00 PM,PETRO_SPORT
27.Matchday,Sat 22/06/24,TLG,SMO,Pending,GEHAZ_REYADA
27.Matchday,Sun 23/06/24,MOD,ISM,3:00 PM,AL_SALAM
27.Matchday,Sun 23/06/24,MAS,CER,6:00 PM,SUEZ_ST
27.Matchday,Sun 23/06/24,PYR,MOK,Pending,30_JUNE
27.Matchday,Mon 24/06/24,BNK,BAL,3:00 PM,CAIRO_INTL
27.Matchday,Mon 24/06/24,DAK,ZED,6:00 PM,PETRO_SPORT
27.Matchday,Mon 24/06/24,PHA,ITH,Pending,BORG_ARAB
27.Matchday,Tue 25/06/24,AHL,ZAM,6:00 PM,CAIRO_INTL
28.Matchday,Thu 27/06/24,GOU,MOD,3:00 PM,EL_GOUNA
28.Matchday,Thu 27/06/24,ISM,MAS,6:00 PM,ISMAILIA_ST
28.Matchday,Thu 27/06/24,ZED,TLG,Pending,CAIRO_INTL
28.Matchday,Fri 28/06/24,MOK,BNK,3:00 PM,ARAB_CONT
28.Matchday,Fri 28/06/24,AHL,PHA,6:00 PM,CAIRO_INTL
28.Matchday,Sat 29/06/24,BAL,ENP,3:00 PM,GHAZL_MAH
28.Matchday,Sat 29/06/24,ITH,DAK,4:30 PM,ALEX_STADIUM
28.Matchday,Sat 29/06/24,ZAM,CER,6:00 PM,CAIRO_INTL
28.Matchday,Tue 02/07/24,SMO,PYR,7:00 PM,BORG_ARAB
29.Matchday,Mon 01/07/24,MAS,GOU,6:00 PM,SUEZ_ST
29.Matchday,Tue 02/07/24,ENP,MOK,6:00 PM,PETRO_SPORT
29.Matchday,Wed 03/07/24,MOD,BAL,3:00 PM,AL_SALAM
29.Matchday,Wed 03/07/24,CER,ISM,6:00 PM,SUEZ_CANAL
29.Matchday,Wed 03/07/24,PHA,ZAM,Pending,BORG_ARAB
29.Matchday,Thu 04/07/24,AHL,DAK,6:00 PM,CAIRO_INTL
29.Matchday,Thu 04/07/24,TLG,ITH,Pending,GEHAZ_REYADA
29.Matchday,Sat 13/07/24,BNK,SMO,6:00 PM,CAIRO_INTL
29.Matchday,Sun 04/08/24,PYR,ZED,6:00 PM,30_JUNE
30.Matchday,Sat 06/07/24,SMO,ENP,4:30 PM,BORG_ARAB
30.Matchday,Sat 06/07/24,ZED,BNK,6:00 PM,CAIRO_INTL
30.Matchday,Sun 07/07/24,BAL,MAS,3:00 PM,GHAZL_MAH
30.Matchday,Sun 07/07/24,ZAM,ISM,6:00 PM,CAIRO_INTL
30.Matchday,Sun 07/07/24,GOU,CER,Pending,EL_GOUNA
30.Matchday,Mon 08/07/24,PHA,DAK,3:00 PM,BORG_ARAB
30.Matchday,Mon 08/07/24,ITH,PYR,4:30 PM,ALEX_STADIUM
30.Matchday,Mon 08/07/24,AHL,TLG,6:00 PM,CAIRO_INTL
30.Matchday,Thu 11/07/24,MOK,MOD,8:00 PM,ARAB_CONT
31.Matchday,Sat 20/07/24,TLG,PHA,3:00 PM,GEHAZ_REYADA
31.Matchday,Sat 20/07/24,BNK,ITH,6:00 PM,CAIRO_INTL
31.Matchday,Sat 20/07/24,CER,BAL,Pending,SUEZ_CANAL
31.Matchday,Sun 21/07/24,MAS,MOK,6:00 PM,SUEZ_ST
31.Matchday,Sun 21/07/24,ENP,ZED,Pending,PETRO_SPORT
31.Matchday,Sun 21/07/24,DAK,ZAM,Pending,PETRO_SPORT
31.Matchday,Mon 22/07/24,ISM,GOU,3:00 PM,ISMAILIA_ST
31.Matchday,Mon 22/07/24,PYR,AHL,6:00 PM,30_JUNE
31.Matchday,Mon 22/07/24,MOD,SMO,Pending,AL_SALAM
32.Matchday,Tue 30/07/24,DAK,TLG,3:00 PM,PETRO_SPORT
32.Matchday,Tue 30/07/24,BAL,ISM,6:00 PM,GHAZL_MAH
32.Matchday,Tue 30/07/24,PHA,PYR,Pending,BORG_ARAB
32.Matchday,Wed 31/07/24,ITH,ENP,6:00 PM,ALEX_STADIUM
32.Matchday,Wed 31/07/24,ZED,MOD,Pending,CAIRO_INTL
32.Matchday,Thu 01/08/24,MOK,CER,3:00 PM,ARAB_CONT
32.Matchday,Thu 01/08/24,SMO,MAS,6:00 PM,BORG_ARAB
32.Matchday,Thu 01/08/24,AHL,BNK,Pending,CAIRO_INTL
32.Matchday,Fri 02/08/24,ZAM,GOU,6:00 PM,CAIRO_INTL
33.Matchday,Mon 12/08/24,CER,SMO,6:00 PM,SUEZ_CANAL
33.Matchday,Mon 12/08/24,MOD,ITH,Pending,AL_SALAM
33.Matchday,Tue 13/08/24,ISM,MOK,6:00 PM,ISMAILIA_ST
33.Matchday,Tue 13/08/24,GOU,BAL,Pending,EL_GOUNA
33.Matchday,Tue 13/08/24,BNK,PHA,8:00 PM,CAIRO_INTL
33.Matchday,Wed 14/08/24,MAS,ZED,3:00 PM,SUEZ_ST
33.Matchday,Wed 14/08/24,ZAM,TLG,Pending,CAIRO_INTL
33.Matchday,Wed 14/08/24,PYR,DAK,6:00 PM,30_JUNE
33.Matchday,Wed 14/08/24,ENP,AHL,Pending,PETRO_SPORT
34.Matchday,Sun 11/08/24,TLG,PYR,8:00 PM,GEHAZ_REYADA
34.Matchday,Fri 16/08/24,SMO,ISM,6:00 PM,BORG_ARAB
34.Matchday,Sat 17/08/24,PHA,ENP,6:00 PM,BORG_ARAB
34.Matchday,Sat 17/08/24,AHL,MOD,Pending,CAIRO_INTL
34.Matchday,Sat 17/08/24,BAL,ZAM,8:00 PM,GHAZL_MAH
34.Matchday,Sun 18/08/24,DAK,BNK,4:30 PM,PETRO_SPORT
34.Matchday,Sun 18/08/24,MOK,GOU,Pending,ARAB_CONT
34.Matchday,Sun 18/08/24,ITH,MAS,6:00 PM,ALEX_STADIUM
34.Matchday,Sun 18/08/24,ZED,CER,8:00 PM,CAIRO_INTL
