Date,Team_ID
2020-12-22,ZAM
2020-12-22,AHL
2021-01-05,ZAM
2021-01-05,AHL
2021-02-12,ZAM
2021-02-16,AHL
2021-02-23,AHL
2021-02-23,ZAM
2021-03-06,ZAM
2021-03-06,AHL
2021-03-16,ZAM
2021-03-16,AHL
2021-04-03,AHL
2021-04-03,ZAM
2021-04-09,AHL
2021-04-10,ZAM
2021-05-15,AHL
2021-05-22,AHL
2021-06-19,AHL
2021-06-26,AHL
2021-07-17,AHL
